ID,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層,第8階層,第9階層,第10階層,作業名,よみ,|表記|,英名,多義的概念,組合せで作業,目的(ja),目的(en),行為(ja),行為(en),対象(ja),対象(en),副対象(ja),副対象(en),場所(ja),場所(en),手段(ja),手段(en),機資材(ja),機資材(en),生産対象(ja),生産対象(en),時期(ja),時期(en),作業条件(ja),作業条件(en),agrovoc,naropedia,wikipedia
A436,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,もみ運搬,,,,,もみ運搬,もみうんぱん,,Transport of rough rice,,,運搬,transport,運ぶ,transport,もみ,rough rice,,,,,,,,,,,,,,,,,
A437,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,もみ運搬,脱穀後もみ運搬,,,,脱穀後もみ運搬,だっこくごもみうんぱん,,Transport of rough rice after threshing,,,運搬,transport,運ぶ,transport,もみ,rough rice,,,,,,,,,,,,,脱穀後,,,,
A438,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,もみ運搬,もみすり前もみ運搬,,,,もみすり前もみ運搬,もみすりまえもみうんぱん,,Transport of rough rice before threshing,,,運搬,transport,運ぶ,transport,もみ,rough rice,,,,,,,,,,,,,もみすり前,,,,
A558,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,飼料作物運搬,,,,,飼料作物運搬,しりょうさくもつうんぱん,,Transport of forage crops,,,運搬,transport,運ぶ,transport,飼料作物,forage crops,,,,,,,,,,,,,,,,,
A559,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,飼料作物運搬,細断飼料作物運搬,,,,細断飼料作物運搬,さいだんしりょうさくもつうんぱん,,Transport of chopped forage crops,,,運搬,transport,運ぶ,transport,細断飼料作物,chopped forage crops,,,,,,,,,,,,,,,,,
A560,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,飼料作物運搬,乾草運搬,,,,乾草運搬,かんそううんぱん,,Transport of hay,,,運搬,transport,運ぶ,transport,乾草,hay,,,,,,,,,,,,,,,,,
A561,農作業,基本農作業,農産物生産支援作業,運搬作業,収穫物運搬,飼料作物運搬,サイレージ運搬,,,,サイレージ運搬,さいれーじうんぱん,,Transport of silage,,,運搬,transport,運ぶ,transport,サイレージ,silage,,,,,,,,,,,,,,,,,
A439,農作業,基本農作業,農産物生産支援作業,運搬作業,商品運搬,,,,,,商品運搬,しょうひんうんぱん,,Transport of products,,出荷作業,運搬,transport,運ぶ,transport,商品,product,,,,,,,,,,,,,,,,,
A440,農作業,基本農作業,農産物生産支援作業,運搬作業,商品運搬,玄米運搬,,,,,玄米運搬,げんまいうんぱん,,Transport of the brown rice,,,運搬,transport,運ぶ,transport,玄米,brown rice,,,,,,,,,イネ,rice|rice plant,,,,,,,
A562,農作業,基本農作業,農産物生産支援作業,運搬作業,商品運搬,牛乳運搬,,,,,牛乳運搬,ぎゅうにゅううんぱん,,Transport of cow milk,,,運搬,transport,運ぶ,transport,牛乳,cow's milk,,,,,,,,,,,,,,,,,
A563,農作業,基本農作業,農産物生産支援作業,運搬作業,商品運搬,販売用サイレージ運搬,,,,,販売用サイレージ運搬,はんばいようさいれーじうんぱん,,Transport of silage for sale,,,運搬,transport,運ぶ,transport,販売用サイレージ,silage for sale,,,,,,,,,,,,,,,,,
A564,農作業,基本農作業,農産物生産支援作業,運搬作業,商品運搬,販売用堆厩肥運搬,,,,,販売用堆厩肥運搬,はんばいようたいきゅうひうんぱん,,Transport of compost and manure for sale,,,運搬,transport,運ぶ,transport,販売用堆厩肥,compost and manure for sale,,,,,,,,,,,,,,,,,
A441,農作業,基本農作業,農産物生産支援作業,収納作業,,,,,,,収納作業,しゅうのうさぎょう,|収納;しゅうのう|,Practice for barning,,,収納,barning,,,,,,,,,,,,,,,,,,,,,
A442,農作業,基本農作業,農産物生産支援作業,モニタリング作業,,,,,,,モニタリング作業,もにたりんぐさぎょう,|モニタリング;もにたりんぐ|,Practice for monitoring,,,モニタリング,monitoring,,,,,,,,,,,,,,,,,,,c_4911,,
A443,農作業,基本農作業,農産物生産支援作業,モニタリング作業,作物生育調査,,,,,,作物生育調査,さくもつせいいくちょうさ,,Measurement of crop growth,,,モニタリング,monitoring,調査する,survey,作物生育,crop growth,,,,,,,,,,,,,,,,,
A444,農作業,基本農作業,農産物生産支援作業,モニタリング作業,作物生育調査,作柄見回り,,,,,作柄見回り,さくがらみまわり,,Monitoring the crop situation,,,モニタリング,monitoring,調査する,survey,作柄,crop situation,,,,,,,,,,,,,,,,,
A445,農作業,基本農作業,農産物生産支援作業,モニタリング作業,作物生育調査,収穫熟度判定,,,,,収穫熟度判定,しゅうかくじゅくどはんてい,,Measurement of maturity for harvesting,,,モニタリング,monitoring,調査する,survey,果実熟度,fruit maturity,,,,,,,,,,,,,,,,,
A446,農作業,基本農作業,農産物生産支援作業,モニタリング作業,圃場環境調査,,,,,,圃場環境調査,ほじょうかんきょうちょうさ,,Monitoring field environment,,,モニタリング,monitoring,調査する,survey,圃場環境,field environment,,,,,,,,,,,,,,,,,
A447,農作業,基本農作業,農産物生産支援作業,モニタリング作業,圃場環境調査,水見,,,,,水見,みずみ,|水回り;みずまわり|,Water monitoring in the paddy fields,,,モニタリング,monitoring,調査する,survey,水位,water level,,,水田,paddy field,,,,,,,,,,,,,
A448,農作業,基本農作業,農産物生産支援作業,モニタリング作業,圃場環境調査,フェロモントラップ調査,,,,,フェロモントラップ調査,ふぇろもんとらっぷちょうさ,,Monitoring pheromone trap,,,モニタリング,monitoring,調査する,survey,害虫,insect pest,,,,,フェロモントラップ,pheromone trap,,,,,,,,,,,
A449,農作業,基本農作業,農産物生産支援作業,モニタリング作業,圃場環境調査,制御環境監視,,,,,制御環境監視,せいぎょかんきょうかんし,,Monitoring the controlled environment,,,モニタリング,monitoring,調査する,survey,制御環境,controlled environment,,,,,,,,,,,,,,,,,
A565,農作業,基本農作業,農産物生産支援作業,モニタリング作業,家畜生体情報調査,,,,,,家畜生体情報調査,かちくせいたいじょうほうちょうさ,,Monitoring the bio-information of livestock,,,モニタリング,monitoring,調査する,survey,家畜生体情報,bio-information of livestock,,,,,,,,,,,,,,,,,
A566,農作業,基本農作業,農産物生産支援作業,モニタリング作業,家畜生体情報調査,家畜健康状態観察,,,,,家畜健康状態観察,かちくえいようじょうたいかんさつ,,Monitoring livestock health,,,モニタリング,monitoring,調査する,survey,家畜健康状態,livestock health,,,,,,,,,,,,,,,,,
A567,農作業,基本農作業,農産物生産支援作業,モニタリング作業,家畜生体情報調査,家畜発情状態観察,,,,,家畜発情状態観察,かちくはつじょうじょうたいかんさつ,,Monitoring livestock estrus,,,モニタリング,monitoring,調査する,survey,家畜発情状態,livestock estrus,,,,,,,,,,,,,,,,,
A450,農作業,基本農作業,農産物生産支援作業,農村共用施設管理作業,,,,,,,農村共用施設管理作業,のうそんきょうようしせつかんりさぎょう,|農村共有施設管理;のうそんきょうゆうしせつかんり|,Practice for maintaining the common facilities in rural area,,,農村共用施設管理,maintaining the common facilities in rural area,,,,,,,,,,,,,,,,,,,,,
A451,農作業,基本農作業,農産物生産支援作業,農村共用施設管理作業,農道管理,,,,,,農道管理,のうどうかんり,,Maintaining the farm road,,,農村共用施設管理,maintaining the common facilities in rural area,メンテナンスする,maintain,農道,farm road,,,,,,,,,,,,,,,,,
A452,農作業,基本農作業,農産物生産支援作業,農村共用施設管理作業,水路管理,,,,,,水路管理,すいろかんり,|用排水路補修;ようはいすいろほしゅう|,Maintaining the irrigation channel,,,農村共用施設管理,maintaining the common facilities in rural area,メンテナンスする,maintain,水路,irrigation channel,,,,,,,,,,,,,,,,,
A453,農作業,基本農作業,農産物生産支援作業,農村共用施設管理作業,水路管理,水利賦役,,,,,水利賦役,すいりふえき,,Rural water supply management,,,農村共用施設管理,maintaining the common facilities in rural area,メンテナンスする,maintain,共同水源,rural water supply,,,,,,,,,,,,,,,,,
A454,農作業,基本農作業,農産物生産支援作業,農村共用施設管理作業,防風林枝払い,,,,,,防風林枝払い,ぼうふうりんえだはらい,,Lopping the branch off a windbreak forest,,,農村共用施設管理,maintaining the common facilities in rural area,切る,cut,枝,branch,防風林,windbreak forest,,,,,,,,,,,,,,,
A455,農作業,基本農作業,営農管理作業,,,,,,,,営農管理作業,えいのうかんりさぎょう,|営農管理;えいのうかんり|,Works for administrative management,,,営農管理,administrative activity,,,,,,,,,,,,,,,,,,,,,
A456,農作業,基本農作業,営農管理作業,経営管理作業,,,,,,,経営管理作業,けいえいかんりさぎょう,|経営管理;けいえいかんり|,Practice for business administration,,,経営管理,business administration,,,,,,,,,,,,,,,,,,,,,
A457,農作業,基本農作業,営農管理作業,経営管理作業,情報収集作業,,,,,,情報収集作業,じょうほうしゅうしゅうさぎょう,|情報収集;じょうほうしゅうしゅう|,Practice for collecting information,,,情報収集,collecting information,,,,,,,,,,,,,,,,,,,,,
A458,農作業,基本農作業,営農管理作業,経営管理作業,情報収集作業,意見交換,,,,,意見交換,いけんこうかん,|情報交換;じょうほうこうかん|ミーティング;みーてぃんぐ|打ち合わせ;うちあわせ|打合せ;うちあわせ|,Exchange of ideas,,,情報収集,collecting information,交換する,exchange,意見,ideas,,,,,,,,,,,,,,,,,
A459,農作業,基本農作業,営農管理作業,経営管理作業,情報収集作業,技術習得,,,,,技術習得,ぎじゅつしゅうとく,,Learning of agricultural technology,,,情報収集,collecting information,習得する,acquire,農業技術,agricultural technology,,,,,,,,,,,,,,,,,
A460,農作業,基本農作業,営農管理作業,経営管理作業,会計作業,,,,,,会計作業,かいけいさぎょう,|会計;かいけい|,Practice for accounting,,,会計,accounting,,,,,,,,,,,,,,,,,,,,,
A461,農作業,基本農作業,営農管理作業,経営管理作業,会計作業,簿記記帳,,,,,簿記記帳,ぼききちょう,,Bookkeeping,,,会計,accounting,記帳する,entry,簿記,bookkeeping,,,,,,,,,,,,,,,,,
A462,農作業,基本農作業,営農管理作業,経営管理作業,労務管理作業,,,,,,労務管理作業,ろうむかんりさぎょう,|労務管理;ろうむかんり|,Practice for the labor management,,,労務管理,labor management,,,,,,,,,,,,,,,,,,,,,
A463,農作業,基本農作業,営農管理作業,経営管理作業,労務管理作業,雇用管理,,,,,雇用管理,こようかんり,,Employment management,,,労務管理,labor management,管理する,manage,雇用者,employees,,,,,,,,,,,,,,,,,
A464,農作業,基本農作業,営農管理作業,経営管理作業,労務管理作業,労働安全管理,,,,,労働安全管理,ろうどうあんぜんかんり,|安全管理;あんぜんかんり|,Labor safety management,,,労務管理,labor management,管理する,manage,労働安全,labor safety,,,,,,,,,,,,,,,,,
A465,農作業,基本農作業,営農管理作業,経営管理作業,販売管理作業,,,,,,販売管理作業,はんばいかんりさぎょう,|販売管理;はんばいかんり|,Practice for sales management,,,販売管理,sales management,,,,,,,,,,,,,,,,,,,,,
A466,農作業,基本農作業,営農管理作業,経営管理作業,販売管理作業,顧客管理,,,,,顧客管理,こきゃくかんり,,Customer management,,,販売管理,sales management,管理する,manage,顧客情報,customer information,,,,,,,,,,,,,,,,,
A467,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,,,,,,計画策定作業,けいかくさくていさぎょう,|計画策定;けいかくさくてい|,Practice for planning,,,計画策定,planning,,,,,,,,,,,,,,,,,,,,,
A468,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,品種選定,,,,,品種選定,ひんしゅせんてい,,Selecting planting varieties,,,計画策定,planning,決める,determine,栽植品種,planting varieties,,,,,,,,,,,,,,,,,
A469,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,作付計画,,,,,作付計画,さくつけけいかく,,Planning of plant design,,,計画策定,planning,決める,determine,作付計画,plant design,,,,,,,,,,,,,,,,,
A470,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,施肥計画,,,,,施肥計画,せひけいかく,|肥料計画;ひりょうけいかく|,Planning the application schedule for fertilizer,,,計画策定,planning,決める,determine,施肥計画,application schedule for fertilizer,,,,,,,,,,,,,,,,,
A471,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,作業実施計画,,,,,作業実施計画,さぎょうじっしけいかく,|作業計画;さぎょうけいかく|,Planning farm work schedule,,,計画策定,planning,決める,determine,作業実施計画,farm work schedule,,,,,,,,,,,,,,,,,
A568,農作業,基本農作業,営農管理作業,経営管理作業,計画策定作業,作業実施計画,共同作業実施計画,,,,共同作業実施計画,きょうどうさぎょうじっしけいかく,,Planning schedule for collaborative work,,,計画策定,planning,決める,determine,共同作業実施計画,schedule for collaborative work,,,,,,,,,,,,,,,,,
